"TIME","GEO","UNIT","SECTOR","COFOG99","NA_ITEM","Value","Flag and Footnotes"
"2000","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.4",""
"2000","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","20.3",""
"2000","Estonia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","4.3",""
"2000","Estonia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","10.7",""
"2000","Ireland","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.2",""
"2000","Ireland","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","8.5",""
"2000","Greece","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.6",""
"2000","Greece","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","13.6",""
"2000","Spain","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.2",""
"2000","Spain","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","12.8",""
"2000","France","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","6.9",""
"2000","France","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","20.3",""
"2000","Croatia","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure",":",""
"2000","Croatia","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure",":",""
"2000","Italy","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","5.9",""
"2000","Italy","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","16.9",""
"2000","Cyprus","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure",":",""
